,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,pop_per_household
38,-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,NEAR BAY,1.0679611650485437,0.22448979591836735,2.2297734627831716
39,-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,NEAR BAY,1.0272988505747127,0.29399671052631576,1.978448275862069
40,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,NEAR BAY,1.0607594936708862,0.25165165165165165,2.3949367088607594
41,-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,NEAR BAY,1.248995983935743,0.33226495726495725,2.076305220883534
42,-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,NEAR BAY,1.0687830687830688,0.28330995792426367,2.4444444444444446
43,-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,NEAR BAY,1.02020202020202,0.21263157894736842,2.3585858585858586
44,-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,NEAR BAY,1.0650684931506849,0.21552321552321552,2.26027397260274
45,-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,NEAR BAY,1.0994764397905759,0.2536231884057971,1.8795811518324608
46,-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,NEAR BAY,1.0592105263157894,0.2862222222222222,2.026315789473684
47,-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,NEAR BAY,1.233201581027668,0.3098311817279047,2.205533596837945
48,-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,NEAR BAY,1.21875,0.3125,2.64375
49,-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,NEAR BAY,1.0653409090909092,0.3964059196617336,1.9886363636363635
50,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,1.0342465753424657,0.5055803571428571,1.678082191780822
51,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,NEAR BAY,1.1203931203931203,0.24411134903640258,2.6068796068796067
52,-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,NEAR BAY,1.1847222222222222,0.26482458863706926,2.720833333333333
53,-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,NEAR BAY,1.14,0.27975460122699386,2.905
54,-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,NEAR BAY,1.0085836909871244,0.20085470085470086,3.0085836909871246
55,-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,NEAR BAY,1.1045454545454545,0.2571428571428571,2.618181818181818
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,NEAR BAY,1.111969111969112,0.23263327948303716,2.4015444015444016
57,-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,NEAR BAY,1.3729508196721312,0.22498321020819342,2.9836065573770494
58,-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,NEAR BAY,1.1217105263157894,0.24585436193222782,3.5328947368421053
59,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,NEAR BAY,0.7543859649122807,0.2721518987341772,1.6491228070175439
60,-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,NEAR BAY,1.1283422459893049,0.18822479928635147,2.962566844919786
61,-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,NEAR BAY,1.2608695652173914,0.21481481481481482,3.739130434782609
62,-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,NEAR BAY,1.5573770491803278,0.25,3.0901639344262297
63,-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,NEAR BAY,1.490566037735849,0.19362745098039216,3.2767295597484276
64,-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,NEAR BAY,1.368421052631579,0.21980676328502416,2.9473684210526314
65,-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,NEAR BAY,1.1176470588235294,0.20693069306930692,3.229946524064171
66,-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,NEAR BAY,1.0662650602409638,0.24329896907216494,2.3734939759036147
67,-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,NEAR BAY,1.6598639455782314,0.23758519961051608,3.3469387755102042
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,1.329268292682927,0.19055944055944055,3.341463414634146
69,-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,NEAR BAY,1.0540098199672667,0.22991788646911818,2.983633387888707
70,-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,NEAR BAY,1.1968503937007875,0.19791666666666666,3.0866141732283463
71,-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,NEAR BAY,1.0722021660649819,0.3176470588235294,2.101083032490975
72,-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,NEAR BAY,1.3421052631578947,0.24170616113744076,3.6842105263157894
73,-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,NEAR BAY,0.5714285714285714,0.3333333333333333,2.5714285714285716
74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,NEAR BAY,1.2105263157894737,0.19281437125748502,2.180451127819549
75,-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,NEAR BAY,1.0523917995444192,0.3734842360549717,1.7357630979498861
76,-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,NEAR BAY,1.1041257367387034,0.1928620452985587,2.4282907662082516
77,-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,NEAR BAY,1.173913043478261,0.20132560066280034,3.4830917874396135
78,-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,NEAR BAY,1.1507692307692308,0.21432664756446992,3.243076923076923
79,-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,NEAR BAY,1.135483870967742,0.2573099415204678,2.2193548387096773
80,-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,NEAR BAY,1.0,0.31277056277056275,2.1072664359861593
81,-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,NEAR BAY,1.0,0.26666666666666666,3.267857142857143
82,-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,NEAR BAY,1.1149425287356323,0.2852941176470588,2.2988505747126435
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY,1.0580645161290323,0.42487046632124353,2.232258064516129
84,-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,1.0887573964497042,0.1940928270042194,2.7633136094674557
85,-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,NEAR BAY,1.2434782608695651,0.18499353169469598,3.2782608695652176
86,-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,NEAR BAY,1.186842105263158,0.5125,1.5315789473684212
87,-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,NEAR BAY,1.0545454545454545,0.3977142857142857,1.6545454545454545
88,-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,NEAR BAY,1.0769230769230769,0.4,3.2051282051282053
89,-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,NEAR BAY,0.9176470588235294,0.3132530120481928,4.658823529411765
90,-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,NEAR BAY,1.0828729281767955,0.39436619718309857,2.2099447513812156
91,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,NEAR BAY,0.9886363636363636,0.4046511627906977,10.272727272727273
92,-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,NEAR BAY,0.9117647058823529,0.3229166666666667,5.617647058823529
93,-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,NEAR BAY,1.1490066225165563,0.3289099526066351,2.377483443708609
94,-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,NEAR BAY,1.3340471092077089,0.363265306122449,2.841541755888651
95,-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,NEAR BAY,1.066293585880327,0.4648151623193845,1.493327593628928
96,-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,NEAR BAY,1.1279661016949152,0.28959965187119235,1.735593220338983
97,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,NEAR BAY,1.1758241758241759,0.3194029850746269,2.21978021978022
98,-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,NEAR BAY,1.016,0.3449212384573601,1.6192
99,-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,NEAR BAY,1.1071428571428572,0.29865125240847784,1.8755102040816327
100,-117.04,32.8,11.0,1802.0,440.0,630.0,428.0,2.0337,146700.0,<1H OCEAN,1.02803738317757,0.244173140954495,1.47196261682243
101,-121.29,38.89,10.0,653.0,120.0,407.0,146.0,3.3889,110800.0,INLAND,0.821917808219178,0.18376722817764166,2.787671232876712
102,-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,266300.0,NEAR OCEAN,1.0359477124183007,0.26112026359143325,2.1437908496732025
103,-118.47,33.99,24.0,1438.0,454.0,665.0,416.0,2.975,500001.0,<1H OCEAN,1.0913461538461537,0.3157162726008345,1.5985576923076923
104,-121.77,37.33,9.0,3160.0,468.0,1675.0,470.0,7.5443,348400.0,<1H OCEAN,0.9957446808510638,0.14810126582278482,3.5638297872340425
105,-118.5,33.97,29.0,2737.0,808.0,1157.0,696.0,5.128,500001.0,<1H OCEAN,1.160919540229885,0.2952137376689806,1.6623563218390804
106,-122.96,38.26,20.0,1982.0,358.0,308.0,132.0,3.1429,240900.0,NEAR OCEAN,2.712121212121212,0.18062563067608475,2.3333333333333335
107,-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,500001.0,<1H OCEAN,1.125,0.25889477668433003,1.7532894736842106
108,-117.91,34.07,36.0,1390.0,270.0,887.0,266.0,5.0897,189000.0,<1H OCEAN,1.0150375939849625,0.19424460431654678,3.3345864661654137
109,-117.85,33.85,17.0,4678.0,1065.0,2427.0,1020.0,4.2276,254100.0,<1H OCEAN,1.0441176470588236,0.22766139375801625,2.3794117647058823
110,-119.92,38.91,15.0,3831.0,625.0,984.0,328.0,5.0718,162500.0,INLAND,1.9054878048780488,0.1631427825632994,3.0
111,-122.49,37.67,29.0,3795.0,675.0,2494.0,696.0,5.2848,260300.0,NEAR OCEAN,0.9698275862068966,0.17786561264822134,3.5833333333333335
112,-117.71,33.65,16.0,3774.0,456.0,1587.0,430.0,8.6088,307400.0,<1H OCEAN,1.0604651162790697,0.12082670906200318,3.6906976744186046
113,-118.36,33.91,36.0,2064.0,474.0,1366.0,421.0,4.1,243100.0,<1H OCEAN,1.1258907363420427,0.22965116279069767,3.2446555819477436
114,-117.27,33.04,27.0,1839.0,392.0,1302.0,404.0,3.55,214600.0,NEAR OCEAN,0.9702970297029703,0.21315932572050028,3.222772277227723
115,-121.96,37.3,23.0,4040.0,843.0,2181.0,843.0,4.0403,303400.0,<1H OCEAN,1.0,0.20866336633663365,2.587188612099644
116,-122.16,37.74,46.0,1029.0,181.0,567.0,211.0,3.4844,129500.0,NEAR BAY,0.8578199052132701,0.17589893100097181,2.6872037914691944
117,-117.47,34.12,6.0,10565.0,1767.0,5690.0,1555.0,4.1797,141000.0,INLAND,1.1363344051446946,0.16725035494557502,3.6591639871382635
118,-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,179700.0,INLAND,1.0360360360360361,0.1581480632592253,3.6186186186186187
119,-118.31,33.75,34.0,2338.0,393.0,1031.0,373.0,6.287,396400.0,NEAR OCEAN,1.0536193029490617,0.1680923866552609,2.7640750670241285
120,-118.19,33.9,32.0,2762.0,652.0,2677.0,632.0,2.5719,105600.0,<1H OCEAN,1.0316455696202531,0.23606082548877624,4.235759493670886
121,-117.05,32.57,13.0,2880.0,576.0,2450.0,567.0,3.1696,138000.0,NEAR OCEAN,1.0158730158730158,0.2,4.320987654320987
122,-122.17,37.71,38.0,890.0,200.0,481.0,198.0,3.244,179800.0,NEAR BAY,1.0101010101010102,0.2247191011235955,2.4292929292929295
123,-122.28,37.49,29.0,4148.0,635.0,1638.0,627.0,6.912,457200.0,NEAR OCEAN,1.0127591706539074,0.15308582449373193,2.61244019138756
124,-117.91,33.75,8.0,2346.0,679.0,3842.0,674.0,3.0635,160000.0,<1H OCEAN,1.0074183976261128,0.2894288150042626,5.700296735905044
125,-119.25,34.26,30.0,2948.0,827.0,1635.0,750.0,2.67,214900.0,NEAR OCEAN,1.1026666666666667,0.2805291723202171,2.18
126,-118.12,33.86,34.0,2116.0,427.0,972.0,396.0,4.8516,213600.0,<1H OCEAN,1.0782828282828283,0.20179584120982988,2.4545454545454546
127,-120.04,36.96,23.0,2126.0,506.0,2091.0,491.0,1.3713,51800.0,INLAND,1.030549898167006,0.23800564440263405,4.258655804480652
128,-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,329300.0,<1H OCEAN,0.9424242424242424,0.1749156355455568,2.7515151515151515
129,-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,111600.0,NEAR BAY,1.0,0.2012138188608777,3.0580046403712298
130,-118.23,33.9,45.0,1285.0,238.0,840.0,211.0,3.4107,112500.0,<1H OCEAN,1.127962085308057,0.18521400778210118,3.981042654028436
131,-117.57,33.91,22.0,2620.0,396.0,1324.0,362.0,5.3735,214600.0,INLAND,1.0939226519337018,0.15114503816793892,3.657458563535912
132,-122.34,37.55,44.0,2465.0,328.0,843.0,324.0,6.9533,500001.0,NEAR OCEAN,1.0123456790123457,0.1330628803245436,2.6018518518518516
133,-118.46,34.05,21.0,3639.0,1002.0,1489.0,983.0,4.6197,387500.0,<1H OCEAN,1.0193285859613428,0.27535037098103876,1.5147507629704984
134,-122.19,37.78,52.0,2198.0,397.0,984.0,369.0,3.22,156500.0,NEAR BAY,1.075880758807588,0.18061874431301184,2.6666666666666665
135,-117.99,33.88,15.0,2298.0,567.0,1261.0,527.0,4.2422,159400.0,<1H OCEAN,1.0759013282732448,0.24673629242819844,2.3927893738140416
136,-119.05,36.06,23.0,2344.0,407.0,1184.0,406.0,3.1625,70600.0,INLAND,1.0024630541871922,0.17363481228668942,2.916256157635468
137,-119.19,34.15,31.0,4175.0,1004.0,3310.0,954.0,3.1989,185400.0,NEAR OCEAN,1.0524109014675052,0.24047904191616767,3.469601677148847
138,-121.62,36.67,45.0,1827.0,408.0,1507.0,410.0,2.8942,129000.0,<1H OCEAN,0.9951219512195122,0.2233169129720854,3.675609756097561
139,-116.77,33.92,19.0,2307.0,525.0,1266.0,437.0,1.6875,63000.0,INLAND,1.2013729977116705,0.22756827048114434,2.897025171624714
140,-119.1,35.79,19.0,1809.0,477.0,2051.0,416.0,1.8144,49800.0,INLAND,1.1466346153846154,0.263681592039801,4.930288461538462
141,-119.06,34.37,32.0,3885.0,759.0,2504.0,736.0,3.6453,201700.0,<1H OCEAN,1.03125,0.19536679536679535,3.402173913043478
142,-121.86,39.75,18.0,1651.0,309.0,856.0,293.0,3.5046,118300.0,INLAND,1.0546075085324231,0.18715929739551787,2.9215017064846416
143,-118.02,34.13,34.0,1966.0,319.0,980.0,297.0,7.7307,429000.0,INLAND,1.0740740740740742,0.16225839267548323,3.2996632996632997
144,-118.05,34.06,25.0,1022.0,291.0,1570.0,297.0,3.023,142000.0,<1H OCEAN,0.9797979797979798,0.2847358121330724,5.286195286195286
145,-118.09,33.98,37.0,1226.0,255.0,1068.0,271.0,3.1607,172200.0,<1H OCEAN,0.940959409594096,0.20799347471451876,3.940959409594096
146,-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,118800.0,NEAR BAY,1.0292553191489362,0.20383440429790373,2.7457446808510637
147,-117.94,34.06,32.0,3418.0,662.0,2003.0,622.0,4.0333,210200.0,<1H OCEAN,1.0643086816720257,0.19368051492100644,3.220257234726688
148,-118.37,34.02,44.0,1944.0,458.0,981.0,377.0,2.6154,193200.0,<1H OCEAN,1.2148541114058355,0.23559670781893005,2.6021220159151195
149,-118.26,33.85,24.0,9071.0,1335.0,4558.0,1327.0,5.542,197500.0,<1H OCEAN,1.0060286360211002,0.1471723073531033,3.434815373021854
150,-121.28,38.68,16.0,3467.0,615.0,1478.0,601.0,3.75,147300.0,INLAND,1.0232945091514143,0.17738678973175656,2.459234608985025
151,-118.11,33.91,29.0,889.0,166.0,597.0,163.0,4.9609,186700.0,<1H OCEAN,1.01840490797546,0.18672665916760406,3.6625766871165646
152,-117.2,33.38,14.0,5392.0,821.0,2350.0,810.0,5.0507,291500.0,<1H OCEAN,1.0135802469135802,0.15226261127596438,2.9012345679012346
153,-118.2,34.11,52.0,1901.0,525.0,1856.0,480.0,3.0,156400.0,<1H OCEAN,1.09375,0.27617043661230933,3.8666666666666667
154,-118.38,34.05,40.0,2352.0,598.0,1133.0,563.0,3.238,287500.0,<1H OCEAN,1.0621669626998225,0.2542517006802721,2.0124333925399647
155,-117.18,32.84,30.0,2290.0,523.0,1272.0,472.0,3.5606,165100.0,NEAR OCEAN,1.1080508474576272,0.22838427947598253,2.694915254237288
156,-119.7,34.4,25.0,1858.0,493.0,865.0,460.0,3.0938,312500.0,NEAR OCEAN,1.0717391304347825,0.26533907427341225,1.8804347826086956
157,-118.51,34.3,24.0,6145.0,868.0,2710.0,875.0,7.5078,344000.0,<1H OCEAN,0.992,0.14125305126118795,3.097142857142857
158,-116.39,33.69,10.0,11659.0,2007.0,2186.0,1083.0,6.9833,238800.0,INLAND,1.853185595567867,0.17214169311261687,2.018467220683287
159,-117.28,32.83,34.0,2392.0,653.0,933.0,619.0,3.7306,500000.0,NEAR OCEAN,1.0549273021001615,0.2729933110367893,1.507269789983845
160,-122.45,40.85,20.0,2701.0,573.0,892.0,358.0,2.7736,107800.0,INLAND,1.600558659217877,0.21214365049981487,2.4916201117318435
161,-117.87,33.72,39.0,3167.0,669.0,2789.0,619.0,3.5902,165900.0,<1H OCEAN,1.0807754442649435,0.21124092200820965,4.505654281098546
162,-119.32,36.31,21.0,2309.0,424.0,1047.0,453.0,2.9886,87500.0,INLAND,0.9359823399558499,0.18362927674317886,2.3112582781456954
163,-122.27,37.54,15.0,2126.0,310.0,905.0,306.0,8.9083,500001.0,NEAR BAY,1.0130718954248366,0.1458137347130762,2.957516339869281
164,-122.71,38.5,15.0,5645.0,830.0,2324.0,769.0,6.6104,330900.0,<1H OCEAN,1.0793237971391418,0.1470327723649247,3.022106631989597
165,-119.77,36.77,29.0,2554.0,705.0,2669.0,655.0,1.2176,61900.0,INLAND,1.0763358778625953,0.2760375880971026,4.074809160305343
166,-121.44,38.64,18.0,1756.0,442.0,837.0,320.0,1.125,70500.0,INLAND,1.38125,0.2517084282460137,2.615625
167,-117.16,32.8,37.0,422.0,79.0,211.0,80.0,3.0625,159700.0,NEAR OCEAN,0.9875,0.1872037914691943,2.6375
168,-119.78,36.65,27.0,1226.0,240.0,706.0,211.0,2.77,68400.0,INLAND,1.1374407582938388,0.19575856443719414,3.345971563981043
169,-122.16,39.78,32.0,1288.0,221.0,562.0,203.0,2.325,69600.0,INLAND,1.0886699507389161,0.17158385093167702,2.768472906403941
170,-118.19,33.86,38.0,2009.0,524.0,1449.0,451.0,2.7045,155400.0,<1H OCEAN,1.1618625277161863,0.26082628173220507,3.212860310421286
171,-117.09,32.72,33.0,1096.0,240.0,716.0,224.0,1.6944,111800.0,NEAR OCEAN,1.0714285714285714,0.21897810218978103,3.1964285714285716
172,-118.29,33.92,23.0,2503.0,532.0,1735.0,505.0,2.7368,162800.0,<1H OCEAN,1.0534653465346535,0.21254494606472232,3.4356435643564356
173,-122.29,37.55,27.0,3789.0,874.0,2243.0,866.0,4.39,270100.0,NEAR OCEAN,1.0092378752886837,0.23066772235418317,2.5900692840646653
174,-120.76,37.61,30.0,816.0,159.0,531.0,147.0,3.2604,87900.0,INLAND,1.0816326530612246,0.1948529411764706,3.6122448979591835
175,-118.58,34.22,35.0,2560.0,441.0,1428.0,468.0,5.6345,228200.0,<1H OCEAN,0.9423076923076923,0.172265625,3.051282051282051
176,-117.67,33.47,22.0,2728.0,616.0,1081.0,566.0,1.6393,500001.0,<1H OCEAN,1.088339222614841,0.22580645161290322,1.9098939929328622
177,-119.16,34.2,35.0,2183.0,636.0,3504.0,623.0,1.9704,160300.0,NEAR OCEAN,1.0208667736757624,0.2913421896472744,5.624398073836276
178,-117.29,33.18,15.0,3780.0,792.0,1632.0,721.0,2.7644,111400.0,NEAR OCEAN,1.0984743411927878,0.20952380952380953,2.263522884882108
179,-119.57,36.71,10.0,1657.0,359.0,958.0,380.0,2.6458,84800.0,INLAND,0.9447368421052632,0.21665660832830416,2.5210526315789474
180,-118.15,34.19,48.0,1854.0,360.0,1126.0,382.0,3.2216,161600.0,<1H OCEAN,0.9424083769633508,0.1941747572815534,2.9476439790575917
181,-118.1,34.01,29.0,2077.0,564.0,2087.0,543.0,2.66,189200.0,<1H OCEAN,1.0386740331491713,0.27154549831487723,3.8434622467771637
